uid,source,orig_id,artist,title,genre,audio_path
fma_003581,fma,3581,Dead Moon,Down the Road,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003581.mp3
fma_003583,fma,3583,Dead Moon,Sabotage,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003583.mp3
fma_003584,fma,3584,Dead Moon,Spectacle,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003584.mp3
fma_003585,fma,3585,Dead Moon,These Times With You,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003585.mp3
fma_003707,fma,3707,Gary Higgins,Stable the Spuds,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_003707.mp3
fma_003708,fma,3708,Gary Higgins,Thicker Than A Smokey,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_003708.mp3
fma_003725,fma,3725,Indian Jewelry,West Alabama,"[{'genre_id': '53', 'genre_title': 'Noise-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Noise-Rock/'}, {'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}]",data/audio/fma_003725.mp3
fma_003910,fma,3910,Michael Chapman,Kodak Ghosts,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_003910.mp3
fma_003950,fma,3950,Miss Derringer,Click Click Bang Bang,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003950.mp3
fma_003955,fma,3955,Miss Derringer,Black Tears,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003955.mp3
fma_003956,fma,3956,Miss Derringer,Better Run Away From Me,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_003956.mp3
fma_004024,fma,4024,Negative Approach,Hypocrite,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/audio/fma_004024.mp3
fma_004025,fma,4025,Negative Approach,Dead Stop,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/audio/fma_004025.mp3
fma_004027,fma,4027,Negative Approach,Tied Down,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/audio/fma_004027.mp3
fma_004028,fma,4028,Negative Approach,Evacuate,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/audio/fma_004028.mp3
fma_004029,fma,4029,Negative Approach,Your Mistake,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/audio/fma_004029.mp3
fma_004032,fma,4032,Negative Approach,Nothing,"[{'genre_id': '109', 'genre_title': 'Hardcore', 'genre_url': 'http://freemusicarchive.org/genre/Hardcore/'}]",data/audio/fma_004032.mp3
fma_004215,fma,4215,Skybombers,It Goes Off,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004215.mp3
fma_004519,fma,4519,High Places,Golden,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/audio/fma_004519.mp3
fma_004520,fma,4520,High Places,From Stardust to Sentience,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/audio/fma_004520.mp3
fma_004521,fma,4521,High Places,Namer,"[{'genre_id': '15', 'genre_title': 'Electronic', 'genre_url': 'http://freemusicarchive.org/genre/Electronic/'}]",data/audio/fma_004521.mp3
fma_004537,fma,4537,Wildbirds and Peacedrums,The Window,"[{'genre_id': '3', 'genre_title': 'Blues', 'genre_url': 'http://freemusicarchive.org/genre/Blues/'}]",data/audio/fma_004537.mp3
fma_004538,fma,4538,Wildbirds and Peacedrums,There Is No Light,"[{'genre_id': '3', 'genre_title': 'Blues', 'genre_url': 'http://freemusicarchive.org/genre/Blues/'}]",data/audio/fma_004538.mp3
fma_004539,fma,4539,Wildbirds and Peacedrums,Lost Love,"[{'genre_id': '3', 'genre_title': 'Blues', 'genre_url': 'http://freemusicarchive.org/genre/Blues/'}]",data/audio/fma_004539.mp3
fma_004540,fma,4540,Wildbirds and Peacedrums,Doubt/Hope,"[{'genre_id': '3', 'genre_title': 'Blues', 'genre_url': 'http://freemusicarchive.org/genre/Blues/'}]",data/audio/fma_004540.mp3
fma_004760,fma,4760,Low,Candy Girl,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004760.mp3
fma_004761,fma,4761,Low,Murderer,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004761.mp3
fma_004762,fma,4762,Low,Pretty People,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004762.mp3
fma_004764,fma,4764,Low,Always Fade,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004764.mp3
fma_004767,fma,4767,Low,Tonight,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004767.mp3
fma_004769,fma,4769,Low,Walk Into The Sea,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004769.mp3
fma_004771,fma,4771,Low,Canada,"[{'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_004771.mp3
fma_004782,fma,4782,Half Japanese,Thing With a Hook,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_004782.mp3
fma_004787,fma,4787,Half Japanese,Nicole Told Me,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_004787.mp3
fma_004800,fma,4800,Harvey Milk,Crush Them All,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_004800.mp3
fma_004801,fma,4801,Harvey Milk,War,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_004801.mp3
fma_004803,fma,4803,Harvey Milk,Old Glory,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_004803.mp3
fma_005003,fma,5003,New Bomb Turks,End of the Great Credibility Race,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_005003.mp3
fma_005238,fma,5238,The Cute Lepers,Terminal Boredom,"[{'genre_id': '25', 'genre_title': 'Punk', 'genre_url': 'http://freemusicarchive.org/genre/Punk/'}, {'genre_id': '111', 'genre_title': 'Power-Pop', 'genre_url': 'http://freemusicarchive.org/genre/Power-Pop/'}]",data/audio/fma_005238.mp3
fma_005570,fma,5570,R. Stevie Moore,You And Me,"[{'genre_id': '27', 'genre_title': 'Lo-Fi', 'genre_url': 'http://freemusicarchive.org/genre/Lo-fi/'}]",data/audio/fma_005570.mp3
fma_006439,fma,6439,EPMD,Crossover,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/audio/fma_006439.mp3
fma_006440,fma,6440,EPMD,Rampage,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/audio/fma_006440.mp3
fma_006442,fma,6442,EPMD,Richter Scale,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/audio/fma_006442.mp3
fma_006448,fma,6448,EPMD,Please Listen To My Demo,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/audio/fma_006448.mp3
fma_006716,fma,6716,Tombs,To Cross the Land,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_006716.mp3
fma_006717,fma,6717,Tombs,Golden Eyes,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_006717.mp3
fma_006719,fma,6719,Tombs,Filled with Secrets,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_006719.mp3
fma_006734,fma,6734,Tombs,The Great Silence,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_006734.mp3
fma_006735,fma,6735,Tombs,Seven Stars the Angel of Death,"[{'genre_id': '31', 'genre_title': 'Metal', 'genre_url': 'http://freemusicarchive.org/genre/Metal/'}, {'genre_id': '90', 'genre_title': 'Sludge', 'genre_url': 'http://freemusicarchive.org/genre/Sludge/'}]",data/audio/fma_006735.mp3
fma_006803,fma,6803,Watcha Clan,Balkan Qoulou,"[{'genre_id': '2', 'genre_title': 'International', 'genre_url': 'http://freemusicarchive.org/genre/International/'}]",data/audio/fma_006803.mp3
fma_006855,fma,6855,Lior,This Old Love,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_006855.mp3
fma_006856,fma,6856,Lior,Autumn Flow,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_006856.mp3
fma_007197,fma,7197,The Death Set,Paranoia,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/audio/fma_007197.mp3
fma_007198,fma,7198,The Death Set,Intermission,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/audio/fma_007198.mp3
fma_007199,fma,7199,The Death Set,Around the World,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/audio/fma_007199.mp3
fma_007203,fma,7203,The Death Set,Negative Thinking,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/audio/fma_007203.mp3
fma_007490,fma,7490,BrokeMC,Follow That,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",data/audio/fma_007490.mp3
fma_007709,fma,7709,Mia Doi Todd,Deep At Sea,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_007709.mp3
fma_007711,fma,7711,Mia Doi Todd,The Way,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_007711.mp3
fma_007712,fma,7712,Mia Doi Todd,My Room Is White,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_007712.mp3
fma_007713,fma,7713,Mia Doi Todd,I gave you my home,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",data/audio/fma_007713.mp3
fma_008056,fma,8056,The Dirtbombs,Get It While You Can,"[{'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_008056.mp3
fma_008212,fma,8212,Alan Vega,Traceman,"[{'genre_id': '70', 'genre_title': 'Industrial', 'genre_url': 'http://freemusicarchive.org/genre/Industrial/'}, {'genre_id': '71', 'genre_title': 'No Wave', 'genre_url': 'http://freemusicarchive.org/genre/No_Wave/'}]",data/audio/fma_008212.mp3
fma_008450,fma,8450,Screaming Females,Bell,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008450.mp3
fma_008451,fma,8451,Screaming Females,Skull,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008451.mp3
fma_008452,fma,8452,Screaming Females,Buried In the Nude,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008452.mp3
fma_008453,fma,8453,Screaming Females,Adult Army,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008453.mp3
fma_008454,fma,8454,Screaming Females,Fun,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008454.mp3
fma_008455,fma,8455,Screaming Females,Lights Out,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008455.mp3
fma_008575,fma,8575,Steve Wynn,Love Me Anyway,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_008575.mp3
fma_009491,fma,9491,Toxic Lipstick,Rape Me,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/audio/fma_009491.mp3
fma_009493,fma,9493,Toxic Lipstick,best friends 4eva,"[{'genre_id': '64', 'genre_title': 'Electro-Punk', 'genre_url': 'http://freemusicarchive.org/genre/Electro-punk/'}]",data/audio/fma_009493.mp3
fma_009511,fma,9511,Sic Alps,Message From the Law,"[{'genre_id': '58', 'genre_title': 'Psych-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Psych-Rock/'}, {'genre_id': '85', 'genre_title': 'Garage', 'genre_url': 'http://freemusicarchive.org/genre/Garage/'}]",data/audio/fma_009511.mp3
fma_009550,fma,9550,Kristin Hersh,Slippershell,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009550.mp3
fma_009551,fma,9551,Kristin Hersh,Torque,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009551.mp3
fma_009552,fma,9552,Kristin Hersh,Around Dusk,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009552.mp3
fma_009553,fma,9553,Kristin Hersh,Morning Birds,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009553.mp3
fma_009554,fma,9554,Kristin Hersh,Speedbath,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009554.mp3
fma_009555,fma,9555,Kristin Hersh,Krait,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009555.mp3
fma_009556,fma,9556,Kristin Hersh,Static,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009556.mp3
fma_009557,fma,9557,Kristin Hersh,Moan,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009557.mp3
fma_009558,fma,9558,Kristin Hersh,Elizabeth June,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009558.mp3
fma_009559,fma,9559,Kristin Hersh,Mississippi Kite,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009559.mp3
fma_009560,fma,9560,Kristin Hersh,Fortune,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009560.mp3
fma_009561,fma,9561,Kristin Hersh,Rubidoux,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}]",data/audio/fma_009561.mp3
fma_009887,fma,9887,Meg Baird,All I Ever Wanted,"[{'genre_id': '17', 'genre_title': 'Folk', 'genre_url': 'http://freemusicarchive.org/genre/Folk/'}]",data/audio/fma_009887.mp3
fma_009985,fma,9985,50 Foot Wave,Bug,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_009985.mp3
fma_009986,fma,9986,50 Foot Wave,Clara Bow,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_009986.mp3
fma_009987,fma,9987,50 Foot Wave,Long Painting,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_009987.mp3
fma_009988,fma,9988,50 Foot Wave,Glory Weed,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_009988.mp3
fma_009989,fma,9989,50 Foot Wave,Lavender,"[{'genre_id': '12', 'genre_title': 'Rock', 'genre_url': 'http://freemusicarchive.org/genre/Rock/'}, {'genre_id': '66', 'genre_title': 'Indie-Rock', 'genre_url': 'http://freemusicarchive.org/genre/Indie-Rock/'}]",data/audio/fma_009989.mp3
