uid,artist,title,audio_path,lyrics_path,genre_label
fma_003465,Chatham County Line,Birmingham Jail,data/audio/fma_003465.mp3,data/lyrics/fma_003465.txt,Bluegrass
fma_003469,Cheap Time,Zig Zag,data/audio/fma_003469.mp3,data/lyrics/fma_003469.txt,Rock
fma_003472,Cheap Time,People Talk,data/audio/fma_003472.mp3,data/lyrics/fma_003472.txt,Rock
fma_003515,Country Teasers,The Ship,data/audio/fma_003515.mp3,data/lyrics/fma_003515.txt,Rock
fma_003516,Country Teasers,Points of View,data/audio/fma_003516.mp3,data/lyrics/fma_003516.txt,Rock
fma_003517,Country Teasers,Good Looking Boys Or Women,data/audio/fma_003517.mp3,data/lyrics/fma_003517.txt,Rock
fma_003519,Country Teasers,Hairy Wine 2,data/audio/fma_003519.mp3,data/lyrics/fma_003519.txt,Rock
fma_003522,Country Teasers,It Is My Duty,data/audio/fma_003522.mp3,data/lyrics/fma_003522.txt,Rock
fma_003533,Cryptacize,New Spell,data/audio/fma_003533.mp3,data/lyrics/fma_003533.txt,Experimental Pop
fma_003534,Cryptacize,Cosmic Sing-a-long,data/audio/fma_003534.mp3,data/lyrics/fma_003534.txt,Experimental Pop
fma_003535,Cryptacize,No Coins,data/audio/fma_003535.mp3,data/lyrics/fma_003535.txt,Experimental Pop
fma_003557,Dan Deacon,My Name Is Robert,data/audio/fma_003557.mp3,data/lyrics/fma_003557.txt,Electronic
fma_003579,Dead Moon,40 Miles of Bad Road,data/audio/fma_003579.mp3,data/lyrics/fma_003579.txt,Garage
fma_003580,Dead Moon,Dead Moon Night,data/audio/fma_003580.mp3,data/lyrics/fma_003580.txt,Garage
fma_003581,Dead Moon,Down the Road,data/audio/fma_003581.mp3,data/lyrics/fma_003581.txt,Garage
fma_003583,Dead Moon,Sabotage,data/audio/fma_003583.mp3,data/lyrics/fma_003583.txt,Garage
fma_003584,Dead Moon,Spectacle,data/audio/fma_003584.mp3,data/lyrics/fma_003584.txt,Garage
fma_003585,Dead Moon,These Times With You,data/audio/fma_003585.mp3,data/lyrics/fma_003585.txt,Garage
fma_003707,Gary Higgins,Stable the Spuds,data/audio/fma_003707.mp3,data/lyrics/fma_003707.txt,Folk
fma_003708,Gary Higgins,Thicker Than A Smokey,data/audio/fma_003708.mp3,data/lyrics/fma_003708.txt,Folk
fma_003725,Indian Jewelry,West Alabama,data/audio/fma_003725.mp3,data/lyrics/fma_003725.txt,Noise-Rock
fma_003910,Michael Chapman,Kodak Ghosts,data/audio/fma_003910.mp3,data/lyrics/fma_003910.txt,Folk
fma_003950,Miss Derringer,Click Click Bang Bang,data/audio/fma_003950.mp3,data/lyrics/fma_003950.txt,Rock
fma_003955,Miss Derringer,Black Tears,data/audio/fma_003955.mp3,data/lyrics/fma_003955.txt,Rock
fma_003956,Miss Derringer,Better Run Away From Me,data/audio/fma_003956.mp3,data/lyrics/fma_003956.txt,Rock
fma_004024,Negative Approach,Hypocrite,data/audio/fma_004024.mp3,data/lyrics/fma_004024.txt,Hardcore
fma_004025,Negative Approach,Dead Stop,data/audio/fma_004025.mp3,data/lyrics/fma_004025.txt,Hardcore
fma_004027,Negative Approach,Tied Down,data/audio/fma_004027.mp3,data/lyrics/fma_004027.txt,Hardcore
fma_004028,Negative Approach,Evacuate,data/audio/fma_004028.mp3,data/lyrics/fma_004028.txt,Hardcore
fma_004029,Negative Approach,Your Mistake,data/audio/fma_004029.mp3,data/lyrics/fma_004029.txt,Hardcore
fma_004032,Negative Approach,Nothing,data/audio/fma_004032.mp3,data/lyrics/fma_004032.txt,Hardcore
fma_004215,Skybombers,It Goes Off,data/audio/fma_004215.mp3,data/lyrics/fma_004215.txt,Rock
fma_004519,High Places,Golden,data/audio/fma_004519.mp3,data/lyrics/fma_004519.txt,Electronic
fma_004520,High Places,From Stardust to Sentience,data/audio/fma_004520.mp3,data/lyrics/fma_004520.txt,Electronic
fma_004521,High Places,Namer,data/audio/fma_004521.mp3,data/lyrics/fma_004521.txt,Electronic
fma_004537,Wildbirds and Peacedrums,The Window,data/audio/fma_004537.mp3,data/lyrics/fma_004537.txt,Blues
fma_004538,Wildbirds and Peacedrums,There Is No Light,data/audio/fma_004538.mp3,data/lyrics/fma_004538.txt,Blues
fma_004539,Wildbirds and Peacedrums,Lost Love,data/audio/fma_004539.mp3,data/lyrics/fma_004539.txt,Blues
fma_004540,Wildbirds and Peacedrums,Doubt/Hope,data/audio/fma_004540.mp3,data/lyrics/fma_004540.txt,Blues
fma_004760,Low,Candy Girl,data/audio/fma_004760.mp3,data/lyrics/fma_004760.txt,Indie-Rock
fma_004761,Low,Murderer,data/audio/fma_004761.mp3,data/lyrics/fma_004761.txt,Indie-Rock
fma_004762,Low,Pretty People,data/audio/fma_004762.mp3,data/lyrics/fma_004762.txt,Indie-Rock
fma_004764,Low,Always Fade,data/audio/fma_004764.mp3,data/lyrics/fma_004764.txt,Indie-Rock
fma_004767,Low,Tonight,data/audio/fma_004767.mp3,data/lyrics/fma_004767.txt,Indie-Rock
fma_004769,Low,Walk Into The Sea,data/audio/fma_004769.mp3,data/lyrics/fma_004769.txt,Indie-Rock
fma_004771,Low,Canada,data/audio/fma_004771.mp3,data/lyrics/fma_004771.txt,Indie-Rock
fma_004782,Half Japanese,Thing With a Hook,data/audio/fma_004782.mp3,data/lyrics/fma_004782.txt,Rock
fma_004787,Half Japanese,Nicole Told Me,data/audio/fma_004787.mp3,data/lyrics/fma_004787.txt,Rock
fma_004800,Harvey Milk,Crush Them All,data/audio/fma_004800.mp3,data/lyrics/fma_004800.txt,Rock
fma_004801,Harvey Milk,War,data/audio/fma_004801.mp3,data/lyrics/fma_004801.txt,Rock
fma_004803,Harvey Milk,Old Glory,data/audio/fma_004803.mp3,data/lyrics/fma_004803.txt,Rock
fma_005003,New Bomb Turks,End of the Great Credibility Race,data/audio/fma_005003.mp3,data/lyrics/fma_005003.txt,Punk
fma_005238,The Cute Lepers,Terminal Boredom,data/audio/fma_005238.mp3,data/lyrics/fma_005238.txt,Punk
fma_005570,R. Stevie Moore,You And Me,data/audio/fma_005570.mp3,data/lyrics/fma_005570.txt,Lo-Fi
fma_006439,EPMD,Crossover,data/audio/fma_006439.mp3,data/lyrics/fma_006439.txt,Hip-Hop
fma_006440,EPMD,Rampage,data/audio/fma_006440.mp3,data/lyrics/fma_006440.txt,Hip-Hop
fma_006442,EPMD,Richter Scale,data/audio/fma_006442.mp3,data/lyrics/fma_006442.txt,Hip-Hop
fma_006448,EPMD,Please Listen To My Demo,data/audio/fma_006448.mp3,data/lyrics/fma_006448.txt,Hip-Hop
fma_006716,Tombs,To Cross the Land,data/audio/fma_006716.mp3,data/lyrics/fma_006716.txt,Metal
fma_006717,Tombs,Golden Eyes,data/audio/fma_006717.mp3,data/lyrics/fma_006717.txt,Metal
fma_006719,Tombs,Filled with Secrets,data/audio/fma_006719.mp3,data/lyrics/fma_006719.txt,Metal
fma_006734,Tombs,The Great Silence,data/audio/fma_006734.mp3,data/lyrics/fma_006734.txt,Metal
fma_006735,Tombs,Seven Stars the Angel of Death,data/audio/fma_006735.mp3,data/lyrics/fma_006735.txt,Metal
fma_006803,Watcha Clan,Balkan Qoulou,data/audio/fma_006803.mp3,data/lyrics/fma_006803.txt,International
fma_006855,Lior,This Old Love,data/audio/fma_006855.mp3,data/lyrics/fma_006855.txt,Folk
fma_006856,Lior,Autumn Flow,data/audio/fma_006856.mp3,data/lyrics/fma_006856.txt,Folk
fma_007197,The Death Set,Paranoia,data/audio/fma_007197.mp3,data/lyrics/fma_007197.txt,Electro-Punk
fma_007198,The Death Set,Intermission,data/audio/fma_007198.mp3,data/lyrics/fma_007198.txt,Electro-Punk
fma_007199,The Death Set,Around the World,data/audio/fma_007199.mp3,data/lyrics/fma_007199.txt,Electro-Punk
fma_007203,The Death Set,Negative Thinking,data/audio/fma_007203.mp3,data/lyrics/fma_007203.txt,Electro-Punk
fma_007490,BrokeMC,Follow That,data/audio/fma_007490.mp3,data/lyrics/fma_007490.txt,Hip-Hop
fma_007709,Mia Doi Todd,Deep At Sea,data/audio/fma_007709.mp3,data/lyrics/fma_007709.txt,Folk
fma_007711,Mia Doi Todd,The Way,data/audio/fma_007711.mp3,data/lyrics/fma_007711.txt,Folk
fma_007712,Mia Doi Todd,My Room Is White,data/audio/fma_007712.mp3,data/lyrics/fma_007712.txt,Folk
fma_007713,Mia Doi Todd,I gave you my home,data/audio/fma_007713.mp3,data/lyrics/fma_007713.txt,Folk
fma_008056,The Dirtbombs,Get It While You Can,data/audio/fma_008056.mp3,data/lyrics/fma_008056.txt,Garage
fma_008212,Alan Vega,Traceman,data/audio/fma_008212.mp3,data/lyrics/fma_008212.txt,Industrial
fma_008450,Screaming Females,Bell,data/audio/fma_008450.mp3,data/lyrics/fma_008450.txt,Rock
fma_008451,Screaming Females,Skull,data/audio/fma_008451.mp3,data/lyrics/fma_008451.txt,Rock
fma_008452,Screaming Females,Buried In the Nude,data/audio/fma_008452.mp3,data/lyrics/fma_008452.txt,Rock
fma_008453,Screaming Females,Adult Army,data/audio/fma_008453.mp3,data/lyrics/fma_008453.txt,Rock
fma_008454,Screaming Females,Fun,data/audio/fma_008454.mp3,data/lyrics/fma_008454.txt,Rock
fma_008455,Screaming Females,Lights Out,data/audio/fma_008455.mp3,data/lyrics/fma_008455.txt,Rock
fma_008575,Steve Wynn,Love Me Anyway,data/audio/fma_008575.mp3,data/lyrics/fma_008575.txt,Rock
fma_009491,Toxic Lipstick,Rape Me,data/audio/fma_009491.mp3,data/lyrics/fma_009491.txt,Electro-Punk
fma_009493,Toxic Lipstick,best friends 4eva,data/audio/fma_009493.mp3,data/lyrics/fma_009493.txt,Electro-Punk
fma_009511,Sic Alps,Message From the Law,data/audio/fma_009511.mp3,data/lyrics/fma_009511.txt,Psych-Rock
fma_009550,Kristin Hersh,Slippershell,data/audio/fma_009550.mp3,data/lyrics/fma_009550.txt,Rock
fma_009551,Kristin Hersh,Torque,data/audio/fma_009551.mp3,data/lyrics/fma_009551.txt,Rock
fma_009552,Kristin Hersh,Around Dusk,data/audio/fma_009552.mp3,data/lyrics/fma_009552.txt,Rock
fma_009553,Kristin Hersh,Morning Birds,data/audio/fma_009553.mp3,data/lyrics/fma_009553.txt,Rock
fma_009554,Kristin Hersh,Speedbath,data/audio/fma_009554.mp3,data/lyrics/fma_009554.txt,Rock
fma_009555,Kristin Hersh,Krait,data/audio/fma_009555.mp3,data/lyrics/fma_009555.txt,Rock
fma_009556,Kristin Hersh,Static,data/audio/fma_009556.mp3,data/lyrics/fma_009556.txt,Rock
fma_009557,Kristin Hersh,Moan,data/audio/fma_009557.mp3,data/lyrics/fma_009557.txt,Rock
fma_009558,Kristin Hersh,Elizabeth June,data/audio/fma_009558.mp3,data/lyrics/fma_009558.txt,Rock
fma_009559,Kristin Hersh,Mississippi Kite,data/audio/fma_009559.mp3,data/lyrics/fma_009559.txt,Rock
fma_009560,Kristin Hersh,Fortune,data/audio/fma_009560.mp3,data/lyrics/fma_009560.txt,Rock
fma_009561,Kristin Hersh,Rubidoux,data/audio/fma_009561.mp3,data/lyrics/fma_009561.txt,Rock
fma_009887,Meg Baird,All I Ever Wanted,data/audio/fma_009887.mp3,data/lyrics/fma_009887.txt,Folk
fma_009985,50 Foot Wave,Bug,data/audio/fma_009985.mp3,data/lyrics/fma_009985.txt,Rock
fma_009986,50 Foot Wave,Clara Bow,data/audio/fma_009986.mp3,data/lyrics/fma_009986.txt,Rock
fma_009987,50 Foot Wave,Long Painting,data/audio/fma_009987.mp3,data/lyrics/fma_009987.txt,Rock
fma_009988,50 Foot Wave,Glory Weed,data/audio/fma_009988.mp3,data/lyrics/fma_009988.txt,Rock
fma_009989,50 Foot Wave,Lavender,data/audio/fma_009989.mp3,data/lyrics/fma_009989.txt,Rock
fma_009990,50 Foot Wave,Dog Days,data/audio/fma_009990.mp3,data/lyrics/fma_009990.txt,Rock
fma_010383,Big Blood,Graceless Lady,data/audio/fma_010383.mp3,data/lyrics/fma_010383.txt,Folk
fma_010670,Nine Inch Nails,Letting You,data/audio/fma_010670.mp3,data/lyrics/fma_010670.txt,Industrial
fma_010671,Nine Inch Nails,Discipline,data/audio/fma_010671.mp3,data/lyrics/fma_010671.txt,Industrial
fma_010672,Nine Inch Nails,Echoplex,data/audio/fma_010672.mp3,data/lyrics/fma_010672.txt,Industrial
fma_010673,Nine Inch Nails,Head Down,data/audio/fma_010673.mp3,data/lyrics/fma_010673.txt,Industrial
fma_010674,Nine Inch Nails,Lights in the Sky,data/audio/fma_010674.mp3,data/lyrics/fma_010674.txt,Industrial
fma_010677,Nine Inch Nails,Demon Seed,data/audio/fma_010677.mp3,data/lyrics/fma_010677.txt,Industrial
fma_011264,David Byrne,My Fair Lady,data/audio/fma_011264.mp3,data/lyrics/fma_011264.txt,New Wave
fma_011268,Le Tigre,Fake French,data/audio/fma_011268.mp3,data/lyrics/fma_011268.txt,Post-Punk
fma_011298,Beastie Boys,Now Get Busy,data/audio/fma_011298.mp3,data/lyrics/fma_011298.txt,Hip-Hop
fma_012147,The Slants,Capture Me Burning,data/audio/fma_012147.mp3,data/lyrics/fma_012147.txt,Pop
fma_012399,Takka Takka,Everybody Say,data/audio/fma_012399.mp3,data/lyrics/fma_012399.txt,Indie-Rock
fma_012521,Brad Sucks,Never Get Out,data/audio/fma_012521.mp3,data/lyrics/fma_012521.txt,Rock
fma_012556,Josh Woodward,Shadows In The Moonlight,data/audio/fma_012556.mp3,data/lyrics/fma_012556.txt,Rock
fma_012614,Slough Feg,Shakedown At The Six,data/audio/fma_012614.mp3,data/lyrics/fma_012614.txt,Metal
fma_013325,Josh Woodward,Methylchloroisothiazolinone,data/audio/fma_013325.mp3,data/lyrics/fma_013325.txt,Rock
fma_013327,Clownage,Empire,data/audio/fma_013327.mp3,data/lyrics/fma_013327.txt,Rock
fma_013556,STEEP,Let Me Go,data/audio/fma_013556.mp3,data/lyrics/fma_013556.txt,Rock
fma_013763,Jeffrey Lewis,To Be Objectified,data/audio/fma_013763.mp3,data/lyrics/fma_013763.txt,Indie-Rock
fma_013765,Jeffrey Lewis,Anxiety Attack,data/audio/fma_013765.mp3,data/lyrics/fma_013765.txt,Indie-Rock
fma_013767,Majik Most,Deranged Barber,data/audio/fma_013767.mp3,data/lyrics/fma_013767.txt,Hip-Hop
fma_014064,Captain Ahab,Feel Anymore,data/audio/fma_014064.mp3,data/lyrics/fma_014064.txt,Breakcore - Hard
fma_014214,Pionir 10,Da da da,data/audio/fma_014214.mp3,data/lyrics/fma_014214.txt,New Wave
fma_014558,Jared Mees & the Grown Children,Bees,data/audio/fma_014558.mp3,data/lyrics/fma_014558.txt,Indie-Rock
fma_014559,Jared Mees & the Grown Children,Strong Black Coffee,data/audio/fma_014559.mp3,data/lyrics/fma_014559.txt,Indie-Rock
fma_014562,Jared Mees & the Grown Children,In the Fall,data/audio/fma_014562.mp3,data/lyrics/fma_014562.txt,Indie-Rock
fma_014653,Brad Sucks,Bad Sign,data/audio/fma_014653.mp3,data/lyrics/fma_014653.txt,Indie-Rock
fma_014661,Jonathan Coulton,Re: Your Brains,data/audio/fma_014661.mp3,data/lyrics/fma_014661.txt,Folk
fma_014684,Jonathan Coulton,Code Monkey,data/audio/fma_014684.mp3,data/lyrics/fma_014684.txt,Folk
fma_014693,Jonathan Coulton,I Feel Fantastic,data/audio/fma_014693.mp3,data/lyrics/fma_014693.txt,Folk
fma_014733,Throwing Muses,Mania,data/audio/fma_014733.mp3,data/lyrics/fma_014733.txt,Rock
fma_014734,Throwing Muses,Shark,data/audio/fma_014734.mp3,data/lyrics/fma_014734.txt,Rock
fma_014735,Throwing Muses,Start,data/audio/fma_014735.mp3,data/lyrics/fma_014735.txt,Rock
fma_014736,Throwing Muses,Hazing,data/audio/fma_014736.mp3,data/lyrics/fma_014736.txt,Rock
fma_014737,Throwing Muses,Speed and Sleep,data/audio/fma_014737.mp3,data/lyrics/fma_014737.txt,Rock
fma_014740,Throwing Muses,Tar Kissers,data/audio/fma_014740.mp3,data/lyrics/fma_014740.txt,Rock
fma_014741,Throwing Muses,Limbo,data/audio/fma_014741.mp3,data/lyrics/fma_014741.txt,Rock
fma_014742,Throwing Muses,Bright Yellow Gun,data/audio/fma_014742.mp3,data/lyrics/fma_014742.txt,Rock
fma_014744,Throwing Muses,Bea,data/audio/fma_014744.mp3,data/lyrics/fma_014744.txt,Rock
fma_014745,Throwing Muses,Pearl,data/audio/fma_014745.mp3,data/lyrics/fma_014745.txt,Rock
fma_014754,Magik Markers,Taste,data/audio/fma_014754.mp3,data/lyrics/fma_014754.txt,Noise-Rock
fma_014758,Magik Markers,Axis Mundi,data/audio/fma_014758.mp3,data/lyrics/fma_014758.txt,Noise-Rock
fma_014775,Dan Deacon,Get Older,data/audio/fma_014775.mp3,data/lyrics/fma_014775.txt,Electronic
fma_014776,Dan Deacon,Red F,data/audio/fma_014776.mp3,data/lyrics/fma_014776.txt,Electronic
fma_014778,Dan Deacon,Woof Woof,data/audio/fma_014778.mp3,data/lyrics/fma_014778.txt,Electronic
fma_014780,Dan Deacon,Of the Mountains,data/audio/fma_014780.mp3,data/lyrics/fma_014780.txt,Electronic
fma_014941,The Meat Purveyors,100 Miles,data/audio/fma_014941.mp3,data/lyrics/fma_014941.txt,Americana
fma_014952,The Meat Purveyors,More Man,data/audio/fma_014952.mp3,data/lyrics/fma_014952.txt,Americana
fma_014954,The Meat Purveyors,Circus Clown,data/audio/fma_014954.mp3,data/lyrics/fma_014954.txt,Americana
fma_014955,The Meat Purveyors,Hey Little Sister,data/audio/fma_014955.mp3,data/lyrics/fma_014955.txt,Americana
fma_014956,The Meat Purveyors,TMP Smackdown,data/audio/fma_014956.mp3,data/lyrics/fma_014956.txt,Americana
fma_014957,The Meat Purveyors,How Can I Be So Thirsty Today?,data/audio/fma_014957.mp3,data/lyrics/fma_014957.txt,Americana
fma_014958,The Meat Purveyors,Hanged Man,data/audio/fma_014958.mp3,data/lyrics/fma_014958.txt,Americana
fma_014959,The Meat Purveyors,Look On Your Face,data/audio/fma_014959.mp3,data/lyrics/fma_014959.txt,Americana
fma_015194,Garotas Suecas,Codinome Dinamite,data/audio/fma_015194.mp3,data/lyrics/fma_015194.txt,Garage
fma_015195,Garotas Suecas,Bacana Bacana,data/audio/fma_015195.mp3,data/lyrics/fma_015195.txt,Garage
fma_015257,Jeremy Jay,Escape to Aspen,data/audio/fma_015257.mp3,data/lyrics/fma_015257.txt,Power-Pop
fma_015258,Jeremy Jay,In This Lonely Town,data/audio/fma_015258.mp3,data/lyrics/fma_015258.txt,Power-Pop
fma_015261,Jeremy Jay,Beautiful Rebel,data/audio/fma_015261.mp3,data/lyrics/fma_015261.txt,Power-Pop
fma_015364,Gowns,Rope,data/audio/fma_015364.mp3,data/lyrics/fma_015364.txt,Psych-Folk
fma_015608,Vivian Girls,Wild Eyes,data/audio/fma_015608.mp3,data/lyrics/fma_015608.txt,Rock
fma_016159,DeathBoy,Beautiful,data/audio/fma_016159.mp3,data/lyrics/fma_016159.txt,Industrial
fma_016342,Angels of Light,Promise Of Water,data/audio/fma_016342.mp3,data/lyrics/fma_016342.txt,Rock
fma_016428,Nora Bayes,Over There,data/audio/fma_016428.mp3,data/lyrics/fma_016428.txt,Old-Time / Historic
fma_017586,Future Islands,Old Friend,data/audio/fma_017586.mp3,data/lyrics/fma_017586.txt,Electronic
fma_017588,Future Islands,Beach Foam,data/audio/fma_017588.mp3,data/lyrics/fma_017588.txt,Electronic
fma_017589,Future Islands,Pinnochio,data/audio/fma_017589.mp3,data/lyrics/fma_017589.txt,Electronic
fma_017590,Future Islands,The Happiness Of Being Twice,data/audio/fma_017590.mp3,data/lyrics/fma_017590.txt,Electronic
fma_017735,Liturgy,Ecstatic Rite,data/audio/fma_017735.mp3,data/lyrics/fma_017735.txt,Black-Metal
fma_018636,Bondage Fairies,nv4.dll,data/audio/fma_018636.mp3,data/lyrics/fma_018636.txt,Chiptune
fma_018712,Al Jolson,Avalon,data/audio/fma_018712.mp3,data/lyrics/fma_018712.txt,Old-Time / Historic
fma_019073,Bell X1,One Stringed Harp,data/audio/fma_019073.mp3,data/lyrics/fma_019073.txt,Pop
fma_019074,Bell X1,The Great Defector,data/audio/fma_019074.mp3,data/lyrics/fma_019074.txt,Pop
fma_019457,MNDR,Jump In,data/audio/fma_019457.mp3,data/lyrics/fma_019457.txt,Electronic
fma_019458,MNDR,C.L.U.B.,data/audio/fma_019458.mp3,data/lyrics/fma_019458.txt,Electronic
fma_019461,Deerhunter,Cryptograms,data/audio/fma_019461.mp3,data/lyrics/fma_019461.txt,Psych-Rock
fma_019462,Deerhunter,Never Stops,data/audio/fma_019462.mp3,data/lyrics/fma_019462.txt,Psych-Rock
fma_019466,Deerhunter,Microcastle,data/audio/fma_019466.mp3,data/lyrics/fma_019466.txt,Psych-Rock
fma_019470,Deerhunter,Agoraphobia,data/audio/fma_019470.mp3,data/lyrics/fma_019470.txt,Psych-Rock
fma_019718,Fresh Body Shop,My Artificial Sun,data/audio/fma_019718.mp3,data/lyrics/fma_019718.txt,Rock
fma_019719,Fresh Body Shop,The Ugly Army,data/audio/fma_019719.mp3,data/lyrics/fma_019719.txt,Rock
fma_019720,Fresh Body Shop,The Hunt,data/audio/fma_019720.mp3,data/lyrics/fma_019720.txt,Rock
fma_019721,Fresh Body Shop,Never End Up Like This,data/audio/fma_019721.mp3,data/lyrics/fma_019721.txt,Rock
fma_019722,Fresh Body Shop,Mary,data/audio/fma_019722.mp3,data/lyrics/fma_019722.txt,Rock
fma_019724,Fresh Body Shop,One More Reason,data/audio/fma_019724.mp3,data/lyrics/fma_019724.txt,Rock
fma_019790,Liturgy,Mysterium,data/audio/fma_019790.mp3,data/lyrics/fma_019790.txt,Progressive
fma_019791,Liturgy,Ecstatic Rite,data/audio/fma_019791.mp3,data/lyrics/fma_019791.txt,Progressive
fma_019793,Liturgy,Arctica,data/audio/fma_019793.mp3,data/lyrics/fma_019793.txt,Progressive
fma_019794,Liturgy,Renihilation,data/audio/fma_019794.mp3,data/lyrics/fma_019794.txt,Progressive
fma_020011,Alina Simone,Louisiana,data/audio/fma_020011.mp3,data/lyrics/fma_020011.txt,Lo-Fi
fma_020012,Alina Simone,Lonesome,data/audio/fma_020012.mp3,data/lyrics/fma_020012.txt,Lo-Fi
fma_020013,Alina Simone,Velvet Painting,data/audio/fma_020013.mp3,data/lyrics/fma_020013.txt,Lo-Fi
fma_020014,Alina Simone,Black Water,data/audio/fma_020014.mp3,data/lyrics/fma_020014.txt,Lo-Fi
fma_020055,Emilyn Brodsky,Swear To God,data/audio/fma_020055.mp3,data/lyrics/fma_020055.txt,Rock
fma_020146,Harry Lauder,I Love A Lassie,data/audio/fma_020146.mp3,data/lyrics/fma_020146.txt,Old-Time / Historic
fma_020152,Bert Williams,Nobody,data/audio/fma_020152.mp3,data/lyrics/fma_020152.txt,Old-Time / Historic
fma_020226,eatliz,Big Fish,data/audio/fma_020226.mp3,data/lyrics/fma_020226.txt,Indie-Rock
fma_020227,eatliz,Attractive,data/audio/fma_020227.mp3,data/lyrics/fma_020227.txt,Indie-Rock
fma_020264,Tonstartssbandht,Turkey Bones,data/audio/fma_020264.mp3,data/lyrics/fma_020264.txt,Indie-Rock
fma_020466,ZONA MC,Danzaggio,data/audio/fma_020466.mp3,data/lyrics/fma_020466.txt,Hip-Hop
fma_020469,ZONA MC,La nascita del tragicomico HipHop dallo spirito degli speaker,data/audio/fma_020469.mp3,data/lyrics/fma_020469.txt,Hip-Hop
fma_021185,Grass Widow,To Where,data/audio/fma_021185.mp3,data/lyrics/fma_021185.txt,Post-Punk
fma_021186,Grass Widow,Tattoo,data/audio/fma_021186.mp3,data/lyrics/fma_021186.txt,Post-Punk
fma_021187,Grass Widow,Uncertain Memory,data/audio/fma_021187.mp3,data/lyrics/fma_021187.txt,Post-Punk
fma_021188,Grass Widow,Celebrate The Mundane,data/audio/fma_021188.mp3,data/lyrics/fma_021188.txt,Post-Punk
fma_021189,Grass Widow,Landscape,data/audio/fma_021189.mp3,data/lyrics/fma_021189.txt,Post-Punk
fma_021190,Grass Widow,Rattled Call,data/audio/fma_021190.mp3,data/lyrics/fma_021190.txt,Post-Punk
fma_021191,Grass Widow,Give Me Shapes,data/audio/fma_021191.mp3,data/lyrics/fma_021191.txt,Post-Punk
fma_021556,Starscream,Rise of Space,data/audio/fma_021556.mp3,data/lyrics/fma_021556.txt,Chip Music
fma_022031,Ty Segall,Lovely One,data/audio/fma_022031.mp3,data/lyrics/fma_022031.txt,Punk
fma_022032,Ty Segall,Standing at the Station,data/audio/fma_022032.mp3,data/lyrics/fma_022032.txt,Punk
fma_022033,Ty Segall,Where We Go,data/audio/fma_022033.mp3,data/lyrics/fma_022033.txt,Punk
fma_022048,Ty Segall,Cents,data/audio/fma_022048.mp3,data/lyrics/fma_022048.txt,Punk
fma_022049,Ty Segall,Oh Mary,data/audio/fma_022049.mp3,data/lyrics/fma_022049.txt,Punk
fma_022050,Ty Segall,Die Tonight,data/audio/fma_022050.mp3,data/lyrics/fma_022050.txt,Punk
fma_022367,The Sights,How Do You Sleep?,data/audio/fma_022367.mp3,data/lyrics/fma_022367.txt,Rock
fma_022371,The Sights,Maria,data/audio/fma_022371.mp3,data/lyrics/fma_022371.txt,Rock
fma_023371,Josh Woodward,I Want To Destroy Something Beautiful,data/audio/fma_023371.mp3,data/lyrics/fma_023371.txt,Folk
fma_026034,Cvees,Dro Please,data/audio/fma_026034.mp3,data/lyrics/fma_026034.txt,Hip-Hop
